date, pm25, pm10, o3, no2, so2
2024/11/1, 8, 2, 28, , 
2024/11/2, 5, 2, 28, , 
2024/11/3, 6, 2, 28, , 
2024/11/4, 5, 3, 20, , 
2024/11/5, 8, 4, 15, , 
2024/11/6, 9, 2, 19, , 
2024/11/7, 6, 3, 21, 1, 
2024/11/8, 7, 3, 19, , 
2024/11/9, 10, 1, 21, , 
2024/11/10, 2, 2, 19, , 
2024/11/11, 6, 2, 23, , 
2024/11/12, 4, 3, 23, , 
2024/11/13, 7, 5, 30, , 
2024/11/14, 11, 8, 27, , 
2024/11/15, 17, 6, 30, , 
2024/11/16, 15, 7, 29, , 
2024/11/17, 18, 2, 27, , 
2024/11/18, 4, 1, 24, , 
2024/11/19, 2, , , , 
2024/10/1, 3, 3, 26, , 
2024/10/2, 5, 2, 25, , 
2024/10/3, 5, 1, 26, , 
2024/10/4, 3, 2, 28, , 
2024/10/5, 6, 3, 32, , 
2024/10/6, 9, 4, 29, , 
2024/10/7, 10, 4, 30, , 
2024/10/8, 12, 6, 22, , 
2024/10/9, 19, 6, 30, , 
2024/10/10, 21, 5, 26, , 
2024/10/11, 14, 3, 28, , 
2024/10/12, 7, 4, 28, , 
2024/10/13, 9, 3, 26, , 
2024/10/14, 9, 2, 26, , 
2024/10/15, 5, 2, 27, , 
2024/10/16, 5, 4, 27, , 
2024/10/17, 11, 8, 26, 1, 
2024/10/18, 25, 8, 26, 1, 
2024/10/19, 22, 12, 23, 1, 
2024/10/20, 38, 14, 27, 1, 
2024/10/21, 48, 10, 28, , 
2024/10/22, 30, 5, 28, , 
2024/10/23, 14, 7, 28, , 
2024/10/24, 20, 6, 27, , 
2024/10/25, 20, 9, 24, , 
2024/10/26, 31, 8, 29, , 
2024/10/27, 28, 5, 29, , 
2024/10/28, 14, 2, 27, , 
2024/10/29, 5, 2, 27, , 
2024/10/30, 6, 2, 25, , 
2024/10/31, 6, 3, 31, , 
2024/7/1, 18, 4, 27, , 
2024/7/2, 12, 3, 28, , 
2024/7/3, 9, 5, 31, , 
2024/7/4, 16, 6, 30, , 
2024/7/5, 15, 5, 36, , 
2024/7/6, 14, 8, 34, , 
2024/7/7, 21, 6, 37, , 
2024/7/8, 15, 4, 33, , 
2024/7/9, 12, 3, 32, 1, 
2024/7/10, 7, 9, 35, 1, 
2024/7/11, 25, 7, 31, 1, 
2024/7/12, 24, 5, 27, 1, 
2024/7/13, 19, 6, 34, , 
2024/7/14, 18, 6, 39, , 
2024/7/15, 17, 5, 35, 2, 
2024/7/16, 15, 9, 38, 1, 
2024/7/17, 27, 6, 32, , 
2024/7/18, 18, 4, 29, , 
2024/7/19, 10, 4, 24, , 
2024/7/20, 13, 8, 29, , 
2024/7/21, 30, 10, 40, 1, 
2024/7/22, 36, 10, 33, 1, 
2024/7/23, 37, 6, 32, , 
2024/7/24, 22, 6, 36, , 
2024/7/25, 18, 4, 33, , 
2024/7/26, 13, 4, 42, , 
2024/7/27, 14, 7, 34, , 
2024/7/28, 16, 5, 26, , 
2024/7/29, 12, 3, 24, , 
2024/7/30, 8, 4, 28, , 
2024/7/31, 12, 4, 24, , 
2024/8/1, 10, 4, 22, , 
2024/8/2, 10, 4, 19, , 
2024/8/3, 15, 6, 24, , 
2024/8/4, 21, 6, 27, , 
2024/8/5, 23, 6, 25, , 
2024/8/6, 24, 8, 33, , 
2024/8/7, 30, 6, 29, , 
2024/8/8, 21, 6, 33, , 
2024/8/9, 18, 6, 33, , 
2024/8/10, 15, 5, 27, , 
2024/8/11, 13, 2, 25, , 
2024/8/12, 4, 3, 23, , 
2024/8/13, 8, 2, 27, , 
2024/8/14, 5, 7, 36, , 
2024/8/15, 12, 12, 36, , 
2024/8/16, 26, 4, 30, , 
2024/8/17, 11, 5, 34, , 
2024/8/18, 14, 6, 34, , 
2024/8/19, 18, 6, 36, , 
2024/8/20, 19, 10, 31, , 
2024/8/21, 29, 7, 34, , 
2024/8/22, 23, 7, 38, , 
2024/8/23, 23, 7, 34, , 
2024/8/24, 20, 9, 40, , 
2024/8/25, 27, 9, 32, , 1
2024/8/26, 27, 12, 32, , 1
2024/8/27, 45, 9, 39, , 
2024/8/28, 33, 9, 36, , 
2024/8/29, 31, 18, 40, 1, 
2024/8/30, 53, 5, 35, , 
2024/8/31, 17, 4, 26, , 
2024/9/1, 13, 3, 27, , 
2024/9/2, 9, 2, 30, , 
2024/9/3, 6, 7, 26, 2, 
2024/9/4, 22, 18, 39, 2, 
2024/9/5, 49, 14, 35, 1, 
2024/9/6, 39, 15, 32, 1, 
2024/9/7, 33, 25, 38, 1, 
2024/9/8, 57, 34, 45, 1, 
2024/9/9, 80, 19, 40, , 
2024/9/10, 48, 6, 32, , 
2024/9/11, 16, 3, 31, , 
2024/9/12, 8, 2, 32, , 
2024/9/13, 5, 3, 26, , 
2024/9/14, 9, 2, 28, , 
2024/9/15, 5, 7, 25, , 
2024/9/16, 18, 6, 27, , 
2024/9/17, 21, 2, 21, , 
2024/9/18, 7, 3, 24, , 
2024/9/19, 8, 4, 25, , 
2024/9/20, 13, 3, 32, , 
2024/9/21, 11, 2, 32, , 
2024/9/22, 3, 4, 29, , 
2024/9/23, 10, 16, 38, 1, 
2024/9/24, 46, 12, 39, , 
2024/9/25, 35, 5, 34, , 
2024/9/26, 15, 5, 29, , 
2024/9/27, 14, 2, 28, , 
2024/9/28, 4, 2, 26, , 
2024/9/29, 3, 1, 28, , 
2024/9/30, 2, 1, 29, , 
2024/4/1, 34, 4, 27, , 1
2024/4/2, 14, 4, 29, , 1
2024/4/3, 11, 2, 32, , 1
2024/4/4, 6, 4, 28, , 1
2024/4/5, 12, 3, 32, , 1
2024/4/6, 10, 6, 34, , 1
2024/4/7, 21, 7, 41, , 1
2024/4/8, 22, 10, 34, 2, 1
2024/4/9, 25, 8, 37, , 1
2024/4/10, 27, 8, 33, , 1
2024/4/11, 25, 8, 32, 1, 1
2024/4/12, 26, 6, 29, 1, 1
2024/4/13, 10, 5, 34, , 1
2024/4/14, 15, 3, 34, , 1
2024/4/15, 9, 3, 31, , 1
2024/4/16, 8, 3, 27, , 1
2024/4/17, 11, 3, 31, , 1
2024/4/18, 10, 5, 33, , 1
2024/4/19, 13, 4, 32, , 1
2024/4/20, 11, 4, 30, , 1
2024/4/21, 12, 5, 31, , 1
2024/4/22, 17, 5, 34, , 1
2024/4/23, 18, 6, 35, 1, 1
2024/4/24, 20, 5, 30, 1, 1
2024/4/25, 17, 3, 29, 1, 1
2024/4/26, 9, 4, 36, 1, 1
2024/4/27, 16, 4, 36, 1, 1
2024/4/28, 16, 12, 41, 2, 1
2024/4/29, 42, 8, 37, 1, 1
2024/4/30, 20, 3, 34, 1, 1
2024/5/1, 10, 4, 36, 1, 1
2024/5/2, 7, 5, 32, 3, 1
2024/5/3, 11, 5, 38, 2, 1
2024/5/4, 13, 3, 35, , 1
2024/5/5, 8, 4, 36, , 1
2024/5/6, 12, 4, 36, , 1
2024/5/7, 10, 4, 31, , 1
2024/5/8, 14, 5, 34, , 1
2024/5/9, 17, 5, 33, , 1
2024/5/10, 14, 3, 34, , 1
2024/5/11, 8, 3, 34, , 1
2024/5/12, 8, 5, 28, 3, 1
2024/5/13, 12, 4, 37, 3, 1
2024/5/14, 13, 4, 39, 2, 1
2024/5/15, 9, 10, 44, 1, 1
2024/5/16, 24, 14, 46, 1, 
2024/5/17, 27, 13, 40, 2, 
2024/5/18, 23, 9, 43, 2, 
2024/5/19, 21, 5, 36, , 
2024/5/20, 10, 6, 35, , 
2024/5/21, 7, 9, 35, 1, 
2024/5/22, 11, 10, 39, 2, 
2024/5/23, 21, 15, 40, 2, 
2024/5/24, 35, 27, 41, 2, 
2024/5/25, 57, 15, 58, 2, 
2024/5/26, 41, 23, 48, 4, 
2024/5/27, 67, 19, 48, 3, 
2024/5/28, 53, 15, 47, 2, 
2024/5/29, 45, 15, 43, 1, 
2024/5/30, 48, 15, 49, 1, 
2024/5/31, 45, 19, 54, 1, 
2024/6/1, 53, 14, 42, , 
2024/6/2, 44, 6, 39, , 
2024/6/3, 23, 9, 38, 1, 
2024/6/4, 27, 6, 37, , 
2024/6/5, 17, 11, 35, , 
2024/6/6, 23, 6, 35, , 
2024/6/7, 17, 5, 36, , 
2024/6/8, 16, 6, 39, , 
2024/6/9, 19, 7, 34, , 
2024/6/10, 18, 6, 26, , 
2024/6/11, 18, 5, 31, 1, 
2024/6/12, 16, 5, 36, , 
2024/6/13, 16, 4, 32, , 
2024/6/14, 11, 3, 38, , 
2024/6/15, 10, 6, 29, 1, 
2024/6/16, 19, 8, 42, 1, 
2024/6/17, 28, 4, 37, , 
2024/6/18, 13, 5, 33, , 
2024/6/19, 15, 5, 33, , 
2024/6/20, 11, 5, 29, , 
2024/6/21, 11, 2, 30, , 
2024/6/22, 5, 4, 30, , 
2024/6/23, 8, 4, 29, , 
2024/6/24, 11, 4, 33, , 
2024/6/25, 10, 5, 38, , 
2024/6/26, 13, 5, 38, , 
2024/6/27, 14, 14, 48, 2, 
2024/6/28, 39, 9, 43, , 89
2024/6/29, 26, 5, 33, , 165
2024/6/30, 15, 6, 33, , 
2024/1/1, 12, 3, 29, , 1
2024/1/2, 7, 4, 31, , 1
2024/1/3, 9, 4, 25, 1, 1
2024/1/4, 10, 3, 27, 2, 1
2024/1/5, 10, 3, 27, 1, 1
2024/1/6, 11, 2, 30, 1, 1
2024/1/7, 9, 2, 30, , 1
2024/1/8, 7, 2, 32, , 
2024/1/9, 4, 2, 32, , 
2024/1/10, 4, 2, 32, , 
2024/1/11, 4, 2, 31, , 
2024/1/12, 5, 4, 29, , 
2024/1/13, 13, 7, 25, 1, 
2024/1/14, 26, 3, 28, 1, 1
2024/1/15, 11, 2, 32, , 1
2024/1/16, 6, 5, 32, , 1
2024/1/17, 17, 7, 29, 1, 
2024/1/18, 23, 3, 28, , 
2024/1/19, 11, 3, 29, , 1
2024/1/20, 10, 7, 30, , 1
2024/1/21, 23, 9, 30, 1, 
2024/1/22, 31, 9, 32, , 
2024/1/23, 30, 5, 28, 1, 
2024/1/24, 15, 2, 27, , 
2024/1/25, 7, 3, 31, , 
2024/1/26, 9, 4, 27, , 
2024/1/27, 14, 6, 26, , 
2024/1/28, 21, 12, 24, 1, 
2024/1/29, 37, 11, 14, 3, 
2024/1/30, 40, 7, 30, 4, 
2024/1/31, 26, 7, 35, , 
2024/2/1, 20, 5, 32, , 
2024/2/2, 12, 4, 32, , 
2024/2/3, 12, 5, 34, , 
2024/2/4, 13, 3, 32, , 1
2024/2/5, 7, 2, 29, , 
2024/2/6, 6, 3, 28, , 
2024/2/7, 10, 4, 27, , 1
2024/2/8, 14, 6, 26, 3, 1
2024/2/9, 20, 4, 28, 2, 1
2024/2/10, 14, 6, 25, 4, 1
2024/2/11, 23, 7, 30, 3, 1
2024/2/12, 28, 6, 24, 2, 1
2024/2/13, 21, 3, 31, 1, 1
2024/2/14, 11, 7, 26, 1, 1
2024/2/15, 26, 8, 23, 2, 1
2024/2/16, 29, 6, 35, 1, 1
2024/2/17, 19, 2, 34, , 1
2024/2/18, 5, 5, 31, 1, 1
2024/2/19, 17, 8, 22, 1, 1
2024/2/20, 28, 2, 24, 1, 1
2024/2/21, 7, 2, 14, , 1
2024/2/22, 7, , , , 
2024/2/25, 45, 5, 22, 2, 1
2024/2/26, 19, 1, 25, , 
2024/2/27, 3, 2, 31, , 
2024/2/28, 6, 6, 32, 1, 1
2024/2/29, 22, 8, 28, 1, 1
2024/3/1, 27, 8, 20, 1, 1
2024/3/2, 29, 10, 19, 2, 1
2024/3/3, 36, 10, 23, 2, 1
2024/3/4, 39, 6, 33, , 1
2024/3/5, 21, 4, 30, 1, 1
2024/3/6, 11, 2, 31, , 1
2024/3/7, 6, 4, 25, , 
2024/3/8, 13, 3, 33, , 1
2024/3/9, 11, 2, 34, , 1
2024/3/10, 5, 4, 31, 1, 1
2024/3/11, 13, 6, 30, 1, 1
2024/3/12, 18, 15, 25, 2, 1
2024/3/13, 50, 17, 23, 1, 1
2024/3/14, 59, 19, 23, 3, 1
2024/3/15, 66, 32, 23, 3, 1
2024/3/16, 85, 10, 30, 1, 1
2024/3/17, 14, 2, 28, , 1
2024/3/18, 4, 5, 28, 1, 1
2024/3/19, 14, 4, 30, , 1
2024/3/20, 16, 15, 21, 2, 1
2024/3/21, 44, 6, 27, 1, 1
2024/3/22, 15, 8, 30, 1, 1
2024/3/23, 25, 6, 29, , 1
2024/3/24, 12, 4, 29, , 1
2024/3/25, 14, 4, 27, , 1
2024/3/26, 16, 9, 25, 2, 1
2024/3/27, 34, 8, 31, 2, 1
2024/3/28, 25, 11, 31, 2, 1
2024/3/29, 38, 4, 32, 1, 1
2024/3/30, 14, 5, 26, 3, 1
2024/3/31, 18, 9, 27, 2, 1
2023/10/1, 8, 3, 26, , 
2023/10/2, 9, 6, 32, , 
2023/10/3, 17, 4, 29, , 
2023/10/4, 10, 2, 27, , 
2023/10/5, 4, 2, 28, , 
2023/10/6, 7, 5, 27, , 
2023/10/7, 11, 3, 27, , 
2023/10/8, 7, 1, 28, , 
2023/10/9, 3, 2, 29, , 
2023/10/10, 5, 10, 33, , 
2023/10/11, 30, 7, 34, , 
2023/10/12, 16, 5, 30, , 
2023/10/13, 13, 7, 31, , 
2023/10/14, 19, 5, 28, , 
2023/10/15, 12, 3, 28, , 
2023/10/16, 6, 2, 25, , 
2023/10/17, 4, 2, 27, , 
2023/10/18, 7, 2, 26, , 
2023/10/19, 7, 3, 26, , 
2023/10/20, 9, 3, 25, , 
2023/10/21, 10, 2, 18, , 
2023/10/22, 4, 2, 16, , 
2023/10/23, 6, 3, 21, , 
2023/10/24, 11, 4, 26, , 
2023/10/25, 12, 4, 23, , 
2023/10/26, 11, 5, 16, 1, 
2023/10/27, 18, 4, 23, , 
2023/10/28, 14, 4, 26, , 
2023/10/29, 10, 2, 25, , 
2023/10/30, 7, 5, 21, 1, 
2023/10/31, 15, 1, 24, , 
2023/11/1, 2, 1, 27, , 
2023/11/2, 3, 7, 21, , 
2023/11/3, 22, 7, 23, , 
2023/11/4, 26, 9, 25, , 
2023/11/5, 28, 12, 17, 1, 
2023/11/6, 43, 4, 25, , 
2023/11/7, 15, 2, 23, , 
2023/11/8, 4, 4, 24, , 
2023/11/9, 11, 6, 24, , 
2023/11/10, 19, 4, 30, , 
2023/11/11, 11, 3, 14, , 
2023/11/12, 10, 1, 21, , 
2023/11/13, 4, 3, 21, , 
2023/11/14, 10, 3, 19, , 
2023/11/15, 9, 3, 31, , 
2023/11/16, 10, 2, 31, , 
2023/11/17, 7, 2, 29, , 
2023/11/18, 6, 1, 27, , 
2023/11/19, 4, 3, 28, , 
2023/11/20, 9, 3, 26, , 
2023/11/21, 11, 3, 28, , 
2023/11/22, 11, 4, 29, , 
2023/11/23, 9, 1, 31, , 
2023/11/24, 4, 2, 29, , 
2023/11/25, 8, 2, 21, , 1
2023/11/26, 8, 3, 24, , 
2023/11/27, 13, 3, 21, 1, 
2023/11/28, 10, 2, 22, , 
2023/11/29, 8, 4, 19, 1, 
2023/11/30, 14, 4, 18, 1, 
2023/12/1, 15, 4, 38, , 
2023/12/2, 17, 5, 13, , 
2023/12/3, 21, 2, 14, , 
2023/12/4, 9, 2, 13, , 
2023/12/5, 5, 2, 15, , 
2023/12/6, 4, 5, 23, 5, 
2023/12/7, 18, 6, 22, 2, 
2023/12/8, 25, 6, 16, 5, 
2023/12/9, 26, 9, 14, 3, 
2023/12/10, 35, 7, 14, 3, 
2023/12/11, 29, 8, 7, 7, 1
2023/12/12, 34, 6, 11, 4, 1
2023/12/13, 24, 5, 11, 2, 1
2023/12/14, 20, 5, 17, 2, 
2023/12/15, 20, 3, 25, , 
2023/12/16, 12, 4, 30, , 
2023/12/17, 12, 3, 23, 1, 
2023/12/18, 8, 3, 28, , 
2023/12/19, 10, 3, 29, , 
2023/12/20, 8, 2, 29, , 
2023/12/21, 8, 3, 24, , 
2023/12/22, 9, 3, 24, , 
2023/12/23, 9, 1, 26, , 
2023/12/24, 5, 3, 26, , 1
2023/12/25, 10, 3, 27, , 
2023/12/26, 10, 2, 33, , 
2023/12/27, 8, 3, 33, , 
2023/12/28, 8, 2, 27, , 
2023/12/29, 8, 1, 21, 1, 
2023/12/30, 5, 3, 22, , 
2023/12/31, 12, 3, 28, , 1
2023/7/1, 18, 4, 33, , 
2023/7/2, 13, 5, 30, , 
2023/7/3, 15, 7, 32, , 
2023/7/4, 20, 7, 29, , 
2023/7/5, 19, 6, 36, 1, 
2023/7/6, 20, 6, 29, , 
2023/7/7, 16, 6, 34, , 
2023/7/8, 18, 4, 20, , 
2023/7/9, 11, 4, 28, , 
2023/7/10, 10, 4, 34, 1, 
2023/7/11, 9, 4, 34, 1, 
2023/7/12, 12, 5, 31, , 
2023/7/13, 16, 5, 31, , 
2023/7/14, 16, 4, 33, , 
2023/7/15, 11, 6, 43, , 
2023/7/16, 20, 7, 33, , 
2023/7/17, 21, 5, 30, , 
2023/7/18, 13, 5, 29, , 
2023/7/19, 12, 3, 29, , 
2023/7/20, 9, 4, 27, , 
2023/7/21, 10, 4, 31, , 
2023/7/22, 10, 3, 30, , 
2023/7/23, 7, 3, 34, , 
2023/7/24, 7, 4, 32, , 
2023/7/25, 13, 4, 30, , 
2023/7/26, 12, 3, 33, , 
2023/7/27, 10, 3, 32, , 
2023/7/28, 7, 4, 35, , 
2023/7/29, 11, 5, 42, , 
2023/7/30, 15, 4, 37, , 
2023/7/31, 14, 4, 32, , 
2023/8/1, 11, 6, 37, , 
2023/8/2, 19, 7, 34, , 
2023/8/3, 18, 5, 34, , 
2023/8/4, 15, 6, 35, , 
2023/8/5, 17, 7, 43, , 
2023/8/6, 21, 17, 41, 1, 
2023/8/7, 51, 7, 43, , 
2023/8/8, 19, 6, 33, , 
2023/8/9, 16, 5, 31, , 
2023/8/10, 13, 6, 32, , 
2023/8/11, 15, 4, 34, , 
2023/8/12, 11, 5, 33, , 
2023/8/13, 14, 6, 34, 1, 
2023/8/14, 17, 6, 34, 1, 
2023/8/15, 18, 8, 32, , 
2023/8/16, 27, 5, 26, , 
2023/8/17, 14, 4, 23, , 
2023/8/18, 8, 4, 22, , 
2023/8/19, 12, 5, 28, , 
2023/8/20, 14, 5, 27, 1, 
2023/8/21, 18, 6, 21, , 
2023/8/22, 18, 4, 26, , 
2023/8/23, 13, 5, 27, , 
2023/8/24, 15, 4, 30, , 
2023/8/25, 14, 5, 34, , 
2023/8/26, 16, 6, 33, , 
2023/8/27, 19, 3, 34, , 
2023/8/28, 8, 3, 33, , 
2023/8/29, 9, 4, 32, 1, 
2023/8/30, 11, 3, 28, , 
2023/8/31, 9, 2, 36, , 
2023/9/1, 5, 4, 34, , 
2023/9/2, 10, 2, 28, , 
2023/9/3, 6, 4, 27, , 
2023/9/4, 13, 6, 30, , 
2023/9/5, 18, 3, 28, , 
2023/9/6, 7, 3, 30, , 
2023/9/7, 7, 6, 25, , 
2023/9/8, 17, 7, 22, 1, 
2023/9/9, 22, 12, 43, , 
2023/9/10, 41, 16, 43, 1, 
2023/9/11, 55, 14, 55, , 
2023/9/12, 48, 6, 26, , 
2023/9/13, 18, 2, 26, , 
2023/9/14, 3, 2, 31, , 
2023/9/15, 5, 4, 34, , 
2023/9/16, 10, 4, 34, , 
2023/9/17, 10, 2, 26, , 
2023/9/18, 4, 9, 32, , 
2023/9/19, 27, 5, 28, , 
2023/9/20, 14, 7, 34, 1, 
2023/9/21, 22, 12, 35, 1, 
2023/9/22, 33, 6, 32, , 
2023/9/23, 18, 4, 30, , 
2023/9/24, 11, 4, 33, , 
2023/9/25, 12, 6, 33, , 
2023/9/26, 18, 8, 30, 1, 
2023/9/27, 24, 10, 32, 1, 
2023/9/28, 38, 17, 38, 1, 
2023/9/29, 48, 9, 29, , 
2023/9/30, 27, 3, 28, , 
2023/4/1, 8, 3, 36, , 
2023/4/2, 9, 3, 33, , 
2023/4/3, 9, 4, 34, , 
2023/4/4, 9, 4, 33, 1, 
2023/4/5, 10, 4, 24, 2, 
2023/4/6, 16, 8, 27, 2, 
2023/4/7, 30, 5, 34, 1, 
2023/4/8, 17, 6, 35, 1, 
2023/4/9, 23, 6, 35, 1, 
2023/4/10, 26, 7, 33, 3, 
2023/4/11, 21, 10, 39, 3, 
2023/4/12, 32, 9, 36, 1, 
2023/4/13, 24, 7, 35, 1, 
2023/4/14, 19, 8, 35, 1, 
2023/4/15, 20, 10, 39, 2, 
2023/4/16, 24, 8, 39, 1, 
2023/4/17, 22, 5, 40, 1, 
2023/4/18, 15, 3, 39, , 
2023/4/19, 8, 3, 39, , 
2023/4/20, 6, 4, 34, 1, 
2023/4/21, 10, 4, 41, 1, 
2023/4/22, 12, 6, 46, 2, 
2023/4/23, 16, 5, 41, 1, 
2023/4/24, 16, 4, 35, 1, 
2023/4/25, 15, 3, 32, 2, 
2023/4/26, 13, 3, 33, , 
2023/4/27, 9, 3, 34, , 
2023/4/28, 7, 3, 44, 1, 
2023/4/29, 11, 4, 34, , 
2023/4/30, 11, 5, 35, 1, 
2023/5/1, 17, 5, 36, 15, 
2023/5/2, 17, 3, 32, 2, 
2023/5/3, 7, 2, 34, , 
2023/5/4, 5, 2, 35, , 
2023/5/5, 5, 2, 37, , 
2023/5/6, 6, 3, 38, 1, 
2023/5/7, 8, 6, 38, 1, 
2023/5/8, 13, 8, 42, 2, 
2023/5/9, 23, 12, 45, 2, 
2023/5/10, 38, 14, 43, 3, 
2023/5/11, 35, 13, 42, 5, 
2023/5/12, 34, 13, 49, 2, 
2023/5/13, 36, 13, 48, 4, 
2023/5/14, 37, 14, 46, 4, 
2023/5/15, 36, 15, 36, 1, 
2023/5/16, 36, 11, 34, 1, 
2023/5/17, 36, 3, 30, , 
2023/5/18, 7, 2, 32, 1, 
2023/5/19, 6, 2, 34, 2, 
2023/5/20, 4, 4, 39, 2, 
2023/5/21, 8, 7, 40, 1, 
2023/5/22, 13, 7, 43, 1, 
2023/5/23, 15, 11, 43, 4, 
2023/5/24, 29, 8, 43, 1, 
2023/5/25, 20, 4, 31, 1, 
2023/5/26, 9, 4, 33, , 
2023/5/27, 8, 7, 35, , 
2023/5/28, 21, 4, 29, , 
2023/5/29, 10, 4, 31, , 
2023/5/30, 10, 5, 33, , 
2023/5/31, 11, 5, 31, , 
2023/6/1, 8, 3, 27, , 
2023/6/2, 6, 2, 28, , 
2023/6/3, 6, 2, 27, , 
2023/6/4, 5, 3, 34, , 
2023/6/5, 7, 6, 37, 2, 
2023/6/6, 16, 2, 27, , 
2023/6/7, 3, 2, 31, 1, 
2023/6/8, 6, 2, 27, , 
2023/6/9, 5, 3, 32, , 
2023/6/10, 6, 4, 31, 1, 
2023/6/11, 8, 4, 28, 3, 
2023/6/12, 8, 5, 35, 2, 
2023/6/13, 11, 7, 43, 1, 
2023/6/14, 15, 11, 40, , 
2023/6/15, 32, 9, 39, , 
2023/6/16, 31, 14, 54, 1, 
2023/6/17, 35, 14, 40, , 
2023/6/18, 37, 10, 42, 1, 
2023/6/19, 26, 8, 47, 1, 
2023/6/20, 20, 9, 47, 3, 
2023/6/21, 25, 10, 39, , 
2023/6/22, 38, 5, 33, 1, 
2023/6/23, 14, 3, 34, , 
2023/6/24, 9, 3, 31, , 
2023/6/25, 11, 4, 43, , 
2023/6/26, 16, 7, 43, , 
2023/6/27, 27, 11, 41, 1, 
2023/6/28, 33, 13, 43, , 
2023/6/29, 33, 6, 39, , 
2023/6/30, 22, 6, 36, , 
2023/1/2, 8, 1, 33, , 
2023/1/3, 4, 2, 33, , 
2023/1/4, 4, 4, 30, , 
2023/1/5, 13, 2, 31, , 
2023/1/6, 7, 6, 27, , 
